Id,SalePrice
1461,121468.13729686238
1462,162864.9634273733
1463,183576.44457270874
1464,193304.94257281645
1465,200308.15936006195
1466,170831.0823324732
1467,170583.25331085423
1468,159552.46580161867
1469,203556.4070738452
1470,116803.2799957648
1471,190835.16223437397
1472,97515.63370504523
1473,95322.44135397548
1474,146091.33798438797
1475,108076.97307668196
1476,354613.1559685398
1477,252301.32164965343
1478,287451.2045399865
1479,292312.3318903272
1480,493691.01064846484
1481,328341.165450295
1482,216243.28040269337
1483,183381.29122777045
1484,163678.3670816662
1485,199552.46651277426
1486,200876.41700875974
1487,332700.71854975325
1488,230025.57279425726
1489,194552.7139751734
1490,233056.95497619247
1491,200584.51562218013
1492,103781.84777428136
1493,167099.84419768027
1494,306074.2198840495
1495,289054.66540402704
1496,234566.7988413811
1497,177639.27151353378
1498,187096.84410637547
1499,161714.80230673924
1500,154874.5030063108
1501,181787.23204749223
1502,145820.75607746365
1503,287260.5109086307
1504,243186.9644575794
1505,224003.95116429793
1506,199416.53255465758
1507,261245.09971052836
1508,211159.34758669737
1509,166683.1522054638
1510,145511.93888926346
1511,161420.55672517646
1512,173907.14078207745
1513,138926.8516882884
1514,158896.35620694267
1515,191972.10636147915
1516,153578.38106772848
1517,167182.68543110418
1518,132954.36589215635
1519,210268.25663358835
1520,130005.23356530842
1521,133245.90392236097
1522,189694.5440733589
1523,113310.13519995623
1524,115652.19875189985
1525,121160.69729298475
1526,113897.5113870223
1527,109413.89564828193
1528,129084.4655501957
1529,161098.7214967034
1530,176596.88925313207
1531,109850.10019464337
1532,88923.82463646795
1533,155684.79059744245
1534,121122.6300290589
1535,147148.47607275058
1536,110011.6897189165
1537,68406.45996712771
1538,147934.02791982834
1539,210651.9138917263
1540,103418.29691784242
1541,149089.72013997808
1542,149484.42781498202
1543,184718.24542331247
1544,78542.5982598353
1545,107094.17638936466
1546,139001.12824754286
1547,130354.8044904761
1548,127319.80470670058
1549,113803.82753232468
1550,132116.0208749611
1551,108468.35874483024
1552,144286.44005764337
1553,152255.30911508066
1554,116428.73052287902
1555,170270.82467260107
1556,91031.89034785485
1557,111338.33780067567
1558,102159.06935157008
1559,63079.48744755373
1560,132114.45296635275
1561,126184.67556421031
1562,128170.53230243453
1563,119566.01985170982
1564,150199.53789507147
1565,154755.13053769994
1566,242170.12764503533
1567,79214.07415897044
1568,246059.19664157002
1569,149033.73951609634
1570,139305.72941837242
1571,128441.01603340048
1572,143707.1502514058
1573,247378.3053451662
1574,141288.09413974488
1575,256740.17583866484
1576,219894.26066107937
1577,183568.84584515393
1578,145938.02330763935
1579,158917.10485663172
1580,197560.76357418168
1581,152123.85505828972
1582,123817.63499385475
1583,313184.8008501003
1584,219094.68015948543
1585,140231.3682411021
1586,75236.97492785177
1587,109467.13824785611
1588,151855.73358932062
1589,101376.2357190207
1590,137693.15645956137
1591,100215.27715954748
1592,109966.32875018581
1593,123707.72566900555
1594,110030.18544829596
1595,120020.71861584345
1596,217865.13029754526
1597,186887.97576258847
1598,208476.79383229432
1599,170486.1411728861
1600,175324.41629956273
1601,67723.8855985681
1602,130849.64866911113
1603,62677.10294210802
1604,245825.37026739758
1605,248036.87607527283
1606,160994.21988301817
1607,174776.55160128235
1608,221194.86957167435
1609,184298.6252708633
1610,149942.21497534425
1611,148672.69042741353
1612,172233.52243848488
1613,162213.56712180693
1614,122515.05517402929
1615,90026.95253082748
1616,86244.97197075319
1617,92703.76103013722
1618,132754.4296190803
1619,128178.84546594706
1620,167379.74338546692
1621,144509.90767957002
1622,141212.58742184425
1623,276904.03210347565
1624,227229.44615288638
1625,120249.74359699272
1626,170765.432360211
1627,194747.04099738138
1628,283504.8917820908
1629,186649.49230412373
1630,346713.6276505554
1631,224916.22606276436
1632,247798.28192473316
1633,177246.6789197611
1634,185510.55170996374
1635,178442.23377675746
1636,153396.85443520948
1637,201632.75296756183
1638,191475.3131213128
1639,184700.87945691706
1640,249898.98163554916
1641,186789.5027130433
1642,245115.4421071031
1643,228937.30828680983
1644,232977.88657820647
1645,202277.03140512944
1646,159418.9902650974
1647,161187.48590233797
1648,128154.52544156514
1649,131531.84310154786
1650,106215.52373346324
1651,118213.0868037226
1652,99259.97646087427
1653,98306.75296080165
1654,150737.65256591668
1655,138312.99964789272
1656,146029.00778520826
1657,155205.30881273342
1658,150919.40498103353
1659,114944.52828823816
1660,146947.3430165123
1661,439121.70174020436
1662,370230.3141640171
1663,364683.8760317117
1664,486688.5361285538
1665,289589.34606803866
1666,305903.80924067897
1667,362644.97700001765
1668,318948.79682396346
1669,298235.1151297469
1670,327456.2331004494
1671,261484.1278618843
1672,408388.85870579083
1673,288771.7129061657
1674,238341.983888799
1675,199055.09618767138
1676,195667.51375496088
1677,220483.22133080717
1678,477073.78160573554
1679,370476.66814495594
1680,322599.4268393185
1681,232582.73948108134
1682,303719.1983777905
1683,184089.82584124236
1684,181333.97698090115
1685,176795.00923497032
1686,170669.1082309489
1687,177791.2802836483
1688,196523.64283021688
1689,196452.8822494292
1690,200349.48262736795
1691,189522.31886675383
1692,255842.60686898758
1693,179600.6038824876
1694,180369.15600876382
1695,166817.27372555726
1696,291808.3299819705
1697,164633.16431537477
1698,348613.806571068
1699,313977.55393026135
1700,245524.6732346148
1701,273307.9524846363
1702,247964.16885206744
1703,238822.7895201193
1704,275946.4181641737
1705,236578.14521518015
1706,419361.9317283868
1707,201504.66923703888
1708,200048.27419343323
1709,273168.9142363452
1710,224779.57632964596
1711,276755.6230741888
1712,260488.39502429107
1713,265874.60989174584
1714,218199.55299545242
1715,208757.40223468235
1716,181792.32644840653
1717,183734.73890549893
1718,139801.17256354366
1719,215244.42497381358
1720,237987.23241666364
1721,161660.6844373088
1722,123716.32009053799
1723,151847.91804039734
1724,205753.87912591337
1725,238049.65223703004
1726,189312.36458373457
1727,166472.75066695092
1728,167826.48857125736
1729,162869.413992016
1730,140520.82790137036
1731,122444.46728277548
1732,122001.90337191084
1733,111546.71493956445
1734,118929.19714541499
1735,113225.71641740526
1736,100967.43007116715
1737,258147.63220534532
1738,228701.05989315934
1739,225078.67276368488
1740,218291.23760326678
1741,189578.9669893555
1742,177273.1152670143
1743,186048.615246073
1744,293076.8930412354
1745,233020.50166188707
1746,183197.21794896622
1747,228836.39918329834
1748,211581.01834144988
1749,150833.10138205343
1750,133295.3147844625
1751,263760.9942098725
1752,107693.16198946002
1753,154389.79538415684
1754,199748.1905930082
1755,174059.31671832458
1756,116548.72970057144
1757,116685.80745970157
1758,141878.26683085333
1759,161170.89470219938
1760,169057.26342945173
1761,159869.82721376888
1762,171403.28205117054
1763,192887.53588075167
1764,113932.41055149869
1765,140219.0552928717
1766,194121.04964585617
1767,229580.84926206665
1768,130304.86739197579
1769,170464.69119179377
1770,147647.92966050506
1771,119345.58389743001
1772,140522.86564211902
1773,118668.45192341376
1774,157249.7880367048
1775,138188.2827059219
1776,131316.92607227736
1777,109624.63545852264
1778,137254.1129265188
1779,131472.2354815571
1780,175608.16619050383
1781,125791.14329890862
1782,82696.11351208735
1783,144483.0116295754
1784,110211.59201219489
1785,123869.26143515548
1786,144513.0695450579
1787,155033.25661892875
1788,55079.445090100555
1789,94468.07270473577
1790,91227.99245391408
1791,177233.63782566346
1792,153838.02332495598
1793,132867.6331727679
1794,154044.3352954531
1795,140399.3787743042
1796,124805.54330664904
1797,114283.37902882576
1798,117977.43894513976
1799,109929.6347040405
1800,143798.42732696628
1801,118766.26972351052
1802,131356.94320885465
1803,149940.99645112263
1804,130877.70774645364
1805,132561.9970944894
1806,122706.13247337258
1807,137097.58511786122
1808,127486.91190730558
1809,121233.26040589246
1810,136624.35869437456
1811,78462.97345566956
1812,100236.00450120257
1813,125059.35697218686
1814,96592.39508891609
1815,57811.88177020461
1816,93798.35256107656
1817,119298.0284505094
1818,135140.69272191517
1819,125683.52212563397
1820,51656.77053840188
1821,106847.485227823
1822,160243.3345526516
1823,41325.390091746915
1824,122319.53025515995
1825,125169.99400992865
1826,105341.88370797771
1827,103608.29149107136
1828,122117.8536770604
1829,123988.56625395012
1830,147577.80102562733
1831,140553.15611039902
1832,74508.24400732524
1833,140985.02855049432
1834,124271.43809649722
1835,129498.56549606507
1836,126190.27847006684
1837,88757.02825566223
1838,127683.67071801369
1839,83461.23144833159
1840,145071.83335739732
1841,139489.93297099185
1842,96098.67881535787
1843,122480.16200476975
1844,136551.19816114148
1845,142888.5243997634
1846,159355.596315785
1847,173580.58802694475
1848,53944.74640426456
1849,102038.18911073872
1850,126928.84157051018
1851,166730.70587139373
1852,125561.31539994948
1853,126485.106277296
1854,164122.90701654556
1855,160855.29757177105
1856,237962.3036595568
1857,140045.12867322547
1858,135418.6676010461
1859,118856.48816222392
1860,161982.3872691589
1861,118198.62484644716
1862,294711.86219675955
1863,275169.66478512896
1864,275275.6934889842
1865,346615.47094167204
1866,316078.96379340155
1867,226319.91444478667
